% image,traveresability_mask
/tmp/dataset/traversability_mask/image/41.png,/tmp/dataset/traversability_mask/mask/41.png
/tmp/dataset/traversability_mask/image/411.png,/tmp/dataset/traversability_mask/mask/411.png
/tmp/dataset/traversability_mask/image/412.png,/tmp/dataset/traversability_mask/mask/412.png
/tmp/dataset/traversability_mask/image/413.png,/tmp/dataset/traversability_mask/mask/413.png
/tmp/dataset/traversability_mask/image/414.png,/tmp/dataset/traversability_mask/mask/414.png
/tmp/dataset/traversability_mask/image/415.png,/tmp/dataset/traversability_mask/mask/415.png
/tmp/dataset/traversability_mask/image/416.png,/tmp/dataset/traversability_mask/mask/416.png
/tmp/dataset/traversability_mask/image/417.png,/tmp/dataset/traversability_mask/mask/417.png
/tmp/dataset/traversability_mask/image/418.png,/tmp/dataset/traversability_mask/mask/418.png
/tmp/dataset/traversability_mask/image/419.png,/tmp/dataset/traversability_mask/mask/419.png
/tmp/dataset/traversability_mask/image/42.png,/tmp/dataset/traversability_mask/mask/42.png
/tmp/dataset/traversability_mask/image/421.png,/tmp/dataset/traversability_mask/mask/421.png
/tmp/dataset/traversability_mask/image/422.png,/tmp/dataset/traversability_mask/mask/422.png
/tmp/dataset/traversability_mask/image/423.png,/tmp/dataset/traversability_mask/mask/423.png
/tmp/dataset/traversability_mask/image/424.png,/tmp/dataset/traversability_mask/mask/424.png
/tmp/dataset/traversability_mask/image/425.png,/tmp/dataset/traversability_mask/mask/425.png
/tmp/dataset/traversability_mask/image/426.png,/tmp/dataset/traversability_mask/mask/426.png
/tmp/dataset/traversability_mask/image/427.png,/tmp/dataset/traversability_mask/mask/427.png
/tmp/dataset/traversability_mask/image/428.png,/tmp/dataset/traversability_mask/mask/428.png
/tmp/dataset/traversability_mask/image/429.png,/tmp/dataset/traversability_mask/mask/429.png
/tmp/dataset/traversability_mask/image/43.png,/tmp/dataset/traversability_mask/mask/43.png
/tmp/dataset/traversability_mask/image/431.png,/tmp/dataset/traversability_mask/mask/431.png
/tmp/dataset/traversability_mask/image/432.png,/tmp/dataset/traversability_mask/mask/432.png
/tmp/dataset/traversability_mask/image/433.png,/tmp/dataset/traversability_mask/mask/433.png
/tmp/dataset/traversability_mask/image/434.png,/tmp/dataset/traversability_mask/mask/434.png
/tmp/dataset/traversability_mask/image/435.png,/tmp/dataset/traversability_mask/mask/435.png
/tmp/dataset/traversability_mask/image/436.png,/tmp/dataset/traversability_mask/mask/436.png
/tmp/dataset/traversability_mask/image/437.png,/tmp/dataset/traversability_mask/mask/437.png
/tmp/dataset/traversability_mask/image/438.png,/tmp/dataset/traversability_mask/mask/438.png
/tmp/dataset/traversability_mask/image/439.png,/tmp/dataset/traversability_mask/mask/439.png
/tmp/dataset/traversability_mask/image/44.png,/tmp/dataset/traversability_mask/mask/44.png
/tmp/dataset/traversability_mask/image/441.png,/tmp/dataset/traversability_mask/mask/441.png
/tmp/dataset/traversability_mask/image/442.png,/tmp/dataset/traversability_mask/mask/442.png
/tmp/dataset/traversability_mask/image/443.png,/tmp/dataset/traversability_mask/mask/443.png
/tmp/dataset/traversability_mask/image/444.png,/tmp/dataset/traversability_mask/mask/444.png
/tmp/dataset/traversability_mask/image/445.png,/tmp/dataset/traversability_mask/mask/445.png
/tmp/dataset/traversability_mask/image/446.png,/tmp/dataset/traversability_mask/mask/446.png
/tmp/dataset/traversability_mask/image/447.png,/tmp/dataset/traversability_mask/mask/447.png
/tmp/dataset/traversability_mask/image/448.png,/tmp/dataset/traversability_mask/mask/448.png
/tmp/dataset/traversability_mask/image/449.png,/tmp/dataset/traversability_mask/mask/449.png
/tmp/dataset/traversability_mask/image/45.png,/tmp/dataset/traversability_mask/mask/45.png
/tmp/dataset/traversability_mask/image/451.png,/tmp/dataset/traversability_mask/mask/451.png
/tmp/dataset/traversability_mask/image/452.png,/tmp/dataset/traversability_mask/mask/452.png
/tmp/dataset/traversability_mask/image/453.png,/tmp/dataset/traversability_mask/mask/453.png
/tmp/dataset/traversability_mask/image/454.png,/tmp/dataset/traversability_mask/mask/454.png
/tmp/dataset/traversability_mask/image/455.png,/tmp/dataset/traversability_mask/mask/455.png
/tmp/dataset/traversability_mask/image/456.png,/tmp/dataset/traversability_mask/mask/456.png
/tmp/dataset/traversability_mask/image/457.png,/tmp/dataset/traversability_mask/mask/457.png
/tmp/dataset/traversability_mask/image/458.png,/tmp/dataset/traversability_mask/mask/458.png
/tmp/dataset/traversability_mask/image/459.png,/tmp/dataset/traversability_mask/mask/459.png
/tmp/dataset/traversability_mask/image/46.png,/tmp/dataset/traversability_mask/mask/46.png
/tmp/dataset/traversability_mask/image/461.png,/tmp/dataset/traversability_mask/mask/461.png
/tmp/dataset/traversability_mask/image/462.png,/tmp/dataset/traversability_mask/mask/462.png
/tmp/dataset/traversability_mask/image/463.png,/tmp/dataset/traversability_mask/mask/463.png
/tmp/dataset/traversability_mask/image/464.png,/tmp/dataset/traversability_mask/mask/464.png
/tmp/dataset/traversability_mask/image/465.png,/tmp/dataset/traversability_mask/mask/465.png
/tmp/dataset/traversability_mask/image/466.png,/tmp/dataset/traversability_mask/mask/466.png
/tmp/dataset/traversability_mask/image/467.png,/tmp/dataset/traversability_mask/mask/467.png
/tmp/dataset/traversability_mask/image/468.png,/tmp/dataset/traversability_mask/mask/468.png
/tmp/dataset/traversability_mask/image/469.png,/tmp/dataset/traversability_mask/mask/469.png
/tmp/dataset/traversability_mask/image/47.png,/tmp/dataset/traversability_mask/mask/47.png
/tmp/dataset/traversability_mask/image/471.png,/tmp/dataset/traversability_mask/mask/471.png
/tmp/dataset/traversability_mask/image/472.png,/tmp/dataset/traversability_mask/mask/472.png
/tmp/dataset/traversability_mask/image/473.png,/tmp/dataset/traversability_mask/mask/473.png
/tmp/dataset/traversability_mask/image/474.png,/tmp/dataset/traversability_mask/mask/474.png
/tmp/dataset/traversability_mask/image/475.png,/tmp/dataset/traversability_mask/mask/475.png
/tmp/dataset/traversability_mask/image/476.png,/tmp/dataset/traversability_mask/mask/476.png
/tmp/dataset/traversability_mask/image/477.png,/tmp/dataset/traversability_mask/mask/477.png
/tmp/dataset/traversability_mask/image/478.png,/tmp/dataset/traversability_mask/mask/478.png
/tmp/dataset/traversability_mask/image/479.png,/tmp/dataset/traversability_mask/mask/479.png
/tmp/dataset/traversability_mask/image/48.png,/tmp/dataset/traversability_mask/mask/48.png
/tmp/dataset/traversability_mask/image/481.png,/tmp/dataset/traversability_mask/mask/481.png
/tmp/dataset/traversability_mask/image/482.png,/tmp/dataset/traversability_mask/mask/482.png
/tmp/dataset/traversability_mask/image/483.png,/tmp/dataset/traversability_mask/mask/483.png
/tmp/dataset/traversability_mask/image/484.png,/tmp/dataset/traversability_mask/mask/484.png
/tmp/dataset/traversability_mask/image/485.png,/tmp/dataset/traversability_mask/mask/485.png
/tmp/dataset/traversability_mask/image/486.png,/tmp/dataset/traversability_mask/mask/486.png
/tmp/dataset/traversability_mask/image/487.png,/tmp/dataset/traversability_mask/mask/487.png
/tmp/dataset/traversability_mask/image/488.png,/tmp/dataset/traversability_mask/mask/488.png
/tmp/dataset/traversability_mask/image/489.png,/tmp/dataset/traversability_mask/mask/489.png
/tmp/dataset/traversability_mask/image/49.png,/tmp/dataset/traversability_mask/mask/49.png
/tmp/dataset/traversability_mask/image/491.png,/tmp/dataset/traversability_mask/mask/491.png
/tmp/dataset/traversability_mask/image/492.png,/tmp/dataset/traversability_mask/mask/492.png
/tmp/dataset/traversability_mask/image/493.png,/tmp/dataset/traversability_mask/mask/493.png
/tmp/dataset/traversability_mask/image/494.png,/tmp/dataset/traversability_mask/mask/494.png
/tmp/dataset/traversability_mask/image/495.png,/tmp/dataset/traversability_mask/mask/495.png
/tmp/dataset/traversability_mask/image/496.png,/tmp/dataset/traversability_mask/mask/496.png
/tmp/dataset/traversability_mask/image/497.png,/tmp/dataset/traversability_mask/mask/497.png
/tmp/dataset/traversability_mask/image/498.png,/tmp/dataset/traversability_mask/mask/498.png
/tmp/dataset/traversability_mask/image/499.png,/tmp/dataset/traversability_mask/mask/499.png
/tmp/dataset/traversability_mask/image/5.png,/tmp/dataset/traversability_mask/mask/5.png
/tmp/dataset/traversability_mask/image/501.png,/tmp/dataset/traversability_mask/mask/501.png
/tmp/dataset/traversability_mask/image/502.png,/tmp/dataset/traversability_mask/mask/502.png
/tmp/dataset/traversability_mask/image/503.png,/tmp/dataset/traversability_mask/mask/503.png
/tmp/dataset/traversability_mask/image/504.png,/tmp/dataset/traversability_mask/mask/504.png
/tmp/dataset/traversability_mask/image/505.png,/tmp/dataset/traversability_mask/mask/505.png
/tmp/dataset/traversability_mask/image/506.png,/tmp/dataset/traversability_mask/mask/506.png
/tmp/dataset/traversability_mask/image/507.png,/tmp/dataset/traversability_mask/mask/507.png
/tmp/dataset/traversability_mask/image/508.png,/tmp/dataset/traversability_mask/mask/508.png
/tmp/dataset/traversability_mask/image/509.png,/tmp/dataset/traversability_mask/mask/509.png
/tmp/dataset/traversability_mask/image/51.png,/tmp/dataset/traversability_mask/mask/51.png
/tmp/dataset/traversability_mask/image/511.png,/tmp/dataset/traversability_mask/mask/511.png
/tmp/dataset/traversability_mask/image/512.png,/tmp/dataset/traversability_mask/mask/512.png
/tmp/dataset/traversability_mask/image/513.png,/tmp/dataset/traversability_mask/mask/513.png
/tmp/dataset/traversability_mask/image/514.png,/tmp/dataset/traversability_mask/mask/514.png
/tmp/dataset/traversability_mask/image/515.png,/tmp/dataset/traversability_mask/mask/515.png
/tmp/dataset/traversability_mask/image/516.png,/tmp/dataset/traversability_mask/mask/516.png
/tmp/dataset/traversability_mask/image/517.png,/tmp/dataset/traversability_mask/mask/517.png
/tmp/dataset/traversability_mask/image/518.png,/tmp/dataset/traversability_mask/mask/518.png
/tmp/dataset/traversability_mask/image/519.png,/tmp/dataset/traversability_mask/mask/519.png
/tmp/dataset/traversability_mask/image/52.png,/tmp/dataset/traversability_mask/mask/52.png
/tmp/dataset/traversability_mask/image/521.png,/tmp/dataset/traversability_mask/mask/521.png
/tmp/dataset/traversability_mask/image/522.png,/tmp/dataset/traversability_mask/mask/522.png
/tmp/dataset/traversability_mask/image/523.png,/tmp/dataset/traversability_mask/mask/523.png
/tmp/dataset/traversability_mask/image/524.png,/tmp/dataset/traversability_mask/mask/524.png
/tmp/dataset/traversability_mask/image/525.png,/tmp/dataset/traversability_mask/mask/525.png
/tmp/dataset/traversability_mask/image/526.png,/tmp/dataset/traversability_mask/mask/526.png
/tmp/dataset/traversability_mask/image/527.png,/tmp/dataset/traversability_mask/mask/527.png
/tmp/dataset/traversability_mask/image/528.png,/tmp/dataset/traversability_mask/mask/528.png
/tmp/dataset/traversability_mask/image/529.png,/tmp/dataset/traversability_mask/mask/529.png
/tmp/dataset/traversability_mask/image/53.png,/tmp/dataset/traversability_mask/mask/53.png
/tmp/dataset/traversability_mask/image/531.png,/tmp/dataset/traversability_mask/mask/531.png
/tmp/dataset/traversability_mask/image/532.png,/tmp/dataset/traversability_mask/mask/532.png
/tmp/dataset/traversability_mask/image/533.png,/tmp/dataset/traversability_mask/mask/533.png
/tmp/dataset/traversability_mask/image/534.png,/tmp/dataset/traversability_mask/mask/534.png
/tmp/dataset/traversability_mask/image/535.png,/tmp/dataset/traversability_mask/mask/535.png
/tmp/dataset/traversability_mask/image/536.png,/tmp/dataset/traversability_mask/mask/536.png
/tmp/dataset/traversability_mask/image/537.png,/tmp/dataset/traversability_mask/mask/537.png
/tmp/dataset/traversability_mask/image/538.png,/tmp/dataset/traversability_mask/mask/538.png
/tmp/dataset/traversability_mask/image/539.png,/tmp/dataset/traversability_mask/mask/539.png
/tmp/dataset/traversability_mask/image/54.png,/tmp/dataset/traversability_mask/mask/54.png
/tmp/dataset/traversability_mask/image/541.png,/tmp/dataset/traversability_mask/mask/541.png
/tmp/dataset/traversability_mask/image/542.png,/tmp/dataset/traversability_mask/mask/542.png
/tmp/dataset/traversability_mask/image/543.png,/tmp/dataset/traversability_mask/mask/543.png
/tmp/dataset/traversability_mask/image/544.png,/tmp/dataset/traversability_mask/mask/544.png
/tmp/dataset/traversability_mask/image/545.png,/tmp/dataset/traversability_mask/mask/545.png
/tmp/dataset/traversability_mask/image/546.png,/tmp/dataset/traversability_mask/mask/546.png
/tmp/dataset/traversability_mask/image/547.png,/tmp/dataset/traversability_mask/mask/547.png
/tmp/dataset/traversability_mask/image/548.png,/tmp/dataset/traversability_mask/mask/548.png
/tmp/dataset/traversability_mask/image/549.png,/tmp/dataset/traversability_mask/mask/549.png
/tmp/dataset/traversability_mask/image/55.png,/tmp/dataset/traversability_mask/mask/55.png
/tmp/dataset/traversability_mask/image/551.png,/tmp/dataset/traversability_mask/mask/551.png
/tmp/dataset/traversability_mask/image/552.png,/tmp/dataset/traversability_mask/mask/552.png
/tmp/dataset/traversability_mask/image/553.png,/tmp/dataset/traversability_mask/mask/553.png
/tmp/dataset/traversability_mask/image/554.png,/tmp/dataset/traversability_mask/mask/554.png
/tmp/dataset/traversability_mask/image/555.png,/tmp/dataset/traversability_mask/mask/555.png
/tmp/dataset/traversability_mask/image/556.png,/tmp/dataset/traversability_mask/mask/556.png
/tmp/dataset/traversability_mask/image/557.png,/tmp/dataset/traversability_mask/mask/557.png
/tmp/dataset/traversability_mask/image/558.png,/tmp/dataset/traversability_mask/mask/558.png
/tmp/dataset/traversability_mask/image/559.png,/tmp/dataset/traversability_mask/mask/559.png
/tmp/dataset/traversability_mask/image/56.png,/tmp/dataset/traversability_mask/mask/56.png
/tmp/dataset/traversability_mask/image/561.png,/tmp/dataset/traversability_mask/mask/561.png
/tmp/dataset/traversability_mask/image/562.png,/tmp/dataset/traversability_mask/mask/562.png
/tmp/dataset/traversability_mask/image/563.png,/tmp/dataset/traversability_mask/mask/563.png
/tmp/dataset/traversability_mask/image/564.png,/tmp/dataset/traversability_mask/mask/564.png
/tmp/dataset/traversability_mask/image/565.png,/tmp/dataset/traversability_mask/mask/565.png
/tmp/dataset/traversability_mask/image/566.png,/tmp/dataset/traversability_mask/mask/566.png
/tmp/dataset/traversability_mask/image/567.png,/tmp/dataset/traversability_mask/mask/567.png
/tmp/dataset/traversability_mask/image/568.png,/tmp/dataset/traversability_mask/mask/568.png
/tmp/dataset/traversability_mask/image/569.png,/tmp/dataset/traversability_mask/mask/569.png
/tmp/dataset/traversability_mask/image/57.png,/tmp/dataset/traversability_mask/mask/57.png
/tmp/dataset/traversability_mask/image/571.png,/tmp/dataset/traversability_mask/mask/571.png
/tmp/dataset/traversability_mask/image/572.png,/tmp/dataset/traversability_mask/mask/572.png
/tmp/dataset/traversability_mask/image/573.png,/tmp/dataset/traversability_mask/mask/573.png
/tmp/dataset/traversability_mask/image/574.png,/tmp/dataset/traversability_mask/mask/574.png
/tmp/dataset/traversability_mask/image/575.png,/tmp/dataset/traversability_mask/mask/575.png
/tmp/dataset/traversability_mask/image/576.png,/tmp/dataset/traversability_mask/mask/576.png
/tmp/dataset/traversability_mask/image/577.png,/tmp/dataset/traversability_mask/mask/577.png
/tmp/dataset/traversability_mask/image/578.png,/tmp/dataset/traversability_mask/mask/578.png
/tmp/dataset/traversability_mask/image/579.png,/tmp/dataset/traversability_mask/mask/579.png
/tmp/dataset/traversability_mask/image/58.png,/tmp/dataset/traversability_mask/mask/58.png
/tmp/dataset/traversability_mask/image/581.png,/tmp/dataset/traversability_mask/mask/581.png
/tmp/dataset/traversability_mask/image/582.png,/tmp/dataset/traversability_mask/mask/582.png
/tmp/dataset/traversability_mask/image/583.png,/tmp/dataset/traversability_mask/mask/583.png
/tmp/dataset/traversability_mask/image/584.png,/tmp/dataset/traversability_mask/mask/584.png
/tmp/dataset/traversability_mask/image/585.png,/tmp/dataset/traversability_mask/mask/585.png
/tmp/dataset/traversability_mask/image/586.png,/tmp/dataset/traversability_mask/mask/586.png
/tmp/dataset/traversability_mask/image/587.png,/tmp/dataset/traversability_mask/mask/587.png
/tmp/dataset/traversability_mask/image/588.png,/tmp/dataset/traversability_mask/mask/588.png
/tmp/dataset/traversability_mask/image/589.png,/tmp/dataset/traversability_mask/mask/589.png
/tmp/dataset/traversability_mask/image/59.png,/tmp/dataset/traversability_mask/mask/59.png
/tmp/dataset/traversability_mask/image/591.png,/tmp/dataset/traversability_mask/mask/591.png
/tmp/dataset/traversability_mask/image/592.png,/tmp/dataset/traversability_mask/mask/592.png
/tmp/dataset/traversability_mask/image/593.png,/tmp/dataset/traversability_mask/mask/593.png
/tmp/dataset/traversability_mask/image/594.png,/tmp/dataset/traversability_mask/mask/594.png
/tmp/dataset/traversability_mask/image/595.png,/tmp/dataset/traversability_mask/mask/595.png
/tmp/dataset/traversability_mask/image/596.png,/tmp/dataset/traversability_mask/mask/596.png
/tmp/dataset/traversability_mask/image/597.png,/tmp/dataset/traversability_mask/mask/597.png
/tmp/dataset/traversability_mask/image/598.png,/tmp/dataset/traversability_mask/mask/598.png
/tmp/dataset/traversability_mask/image/599.png,/tmp/dataset/traversability_mask/mask/599.png
/tmp/dataset/traversability_mask/image/6.png,/tmp/dataset/traversability_mask/mask/6.png
/tmp/dataset/traversability_mask/image/601.png,/tmp/dataset/traversability_mask/mask/601.png
/tmp/dataset/traversability_mask/image/602.png,/tmp/dataset/traversability_mask/mask/602.png
/tmp/dataset/traversability_mask/image/603.png,/tmp/dataset/traversability_mask/mask/603.png
/tmp/dataset/traversability_mask/image/604.png,/tmp/dataset/traversability_mask/mask/604.png
/tmp/dataset/traversability_mask/image/605.png,/tmp/dataset/traversability_mask/mask/605.png
/tmp/dataset/traversability_mask/image/606.png,/tmp/dataset/traversability_mask/mask/606.png
/tmp/dataset/traversability_mask/image/607.png,/tmp/dataset/traversability_mask/mask/607.png
/tmp/dataset/traversability_mask/image/608.png,/tmp/dataset/traversability_mask/mask/608.png
/tmp/dataset/traversability_mask/image/609.png,/tmp/dataset/traversability_mask/mask/609.png
/tmp/dataset/traversability_mask/image/61.png,/tmp/dataset/traversability_mask/mask/61.png
/tmp/dataset/traversability_mask/image/611.png,/tmp/dataset/traversability_mask/mask/611.png
/tmp/dataset/traversability_mask/image/612.png,/tmp/dataset/traversability_mask/mask/612.png
/tmp/dataset/traversability_mask/image/613.png,/tmp/dataset/traversability_mask/mask/613.png
/tmp/dataset/traversability_mask/image/614.png,/tmp/dataset/traversability_mask/mask/614.png
/tmp/dataset/traversability_mask/image/615.png,/tmp/dataset/traversability_mask/mask/615.png
/tmp/dataset/traversability_mask/image/616.png,/tmp/dataset/traversability_mask/mask/616.png
/tmp/dataset/traversability_mask/image/617.png,/tmp/dataset/traversability_mask/mask/617.png
/tmp/dataset/traversability_mask/image/618.png,/tmp/dataset/traversability_mask/mask/618.png
/tmp/dataset/traversability_mask/image/619.png,/tmp/dataset/traversability_mask/mask/619.png
/tmp/dataset/traversability_mask/image/62.png,/tmp/dataset/traversability_mask/mask/62.png
/tmp/dataset/traversability_mask/image/621.png,/tmp/dataset/traversability_mask/mask/621.png
/tmp/dataset/traversability_mask/image/622.png,/tmp/dataset/traversability_mask/mask/622.png
/tmp/dataset/traversability_mask/image/623.png,/tmp/dataset/traversability_mask/mask/623.png
/tmp/dataset/traversability_mask/image/624.png,/tmp/dataset/traversability_mask/mask/624.png
/tmp/dataset/traversability_mask/image/625.png,/tmp/dataset/traversability_mask/mask/625.png
/tmp/dataset/traversability_mask/image/626.png,/tmp/dataset/traversability_mask/mask/626.png
/tmp/dataset/traversability_mask/image/627.png,/tmp/dataset/traversability_mask/mask/627.png
/tmp/dataset/traversability_mask/image/628.png,/tmp/dataset/traversability_mask/mask/628.png
/tmp/dataset/traversability_mask/image/629.png,/tmp/dataset/traversability_mask/mask/629.png
/tmp/dataset/traversability_mask/image/63.png,/tmp/dataset/traversability_mask/mask/63.png
/tmp/dataset/traversability_mask/image/631.png,/tmp/dataset/traversability_mask/mask/631.png
/tmp/dataset/traversability_mask/image/632.png,/tmp/dataset/traversability_mask/mask/632.png
/tmp/dataset/traversability_mask/image/633.png,/tmp/dataset/traversability_mask/mask/633.png
/tmp/dataset/traversability_mask/image/634.png,/tmp/dataset/traversability_mask/mask/634.png
/tmp/dataset/traversability_mask/image/635.png,/tmp/dataset/traversability_mask/mask/635.png
/tmp/dataset/traversability_mask/image/636.png,/tmp/dataset/traversability_mask/mask/636.png
/tmp/dataset/traversability_mask/image/637.png,/tmp/dataset/traversability_mask/mask/637.png
/tmp/dataset/traversability_mask/image/638.png,/tmp/dataset/traversability_mask/mask/638.png
/tmp/dataset/traversability_mask/image/639.png,/tmp/dataset/traversability_mask/mask/639.png
/tmp/dataset/traversability_mask/image/64.png,/tmp/dataset/traversability_mask/mask/64.png
/tmp/dataset/traversability_mask/image/641.png,/tmp/dataset/traversability_mask/mask/641.png
/tmp/dataset/traversability_mask/image/642.png,/tmp/dataset/traversability_mask/mask/642.png
/tmp/dataset/traversability_mask/image/643.png,/tmp/dataset/traversability_mask/mask/643.png
/tmp/dataset/traversability_mask/image/644.png,/tmp/dataset/traversability_mask/mask/644.png
/tmp/dataset/traversability_mask/image/645.png,/tmp/dataset/traversability_mask/mask/645.png
/tmp/dataset/traversability_mask/image/646.png,/tmp/dataset/traversability_mask/mask/646.png
/tmp/dataset/traversability_mask/image/647.png,/tmp/dataset/traversability_mask/mask/647.png
/tmp/dataset/traversability_mask/image/648.png,/tmp/dataset/traversability_mask/mask/648.png
/tmp/dataset/traversability_mask/image/649.png,/tmp/dataset/traversability_mask/mask/649.png
/tmp/dataset/traversability_mask/image/65.png,/tmp/dataset/traversability_mask/mask/65.png
/tmp/dataset/traversability_mask/image/651.png,/tmp/dataset/traversability_mask/mask/651.png
/tmp/dataset/traversability_mask/image/652.png,/tmp/dataset/traversability_mask/mask/652.png
/tmp/dataset/traversability_mask/image/653.png,/tmp/dataset/traversability_mask/mask/653.png
/tmp/dataset/traversability_mask/image/654.png,/tmp/dataset/traversability_mask/mask/654.png
/tmp/dataset/traversability_mask/image/655.png,/tmp/dataset/traversability_mask/mask/655.png
/tmp/dataset/traversability_mask/image/656.png,/tmp/dataset/traversability_mask/mask/656.png
/tmp/dataset/traversability_mask/image/657.png,/tmp/dataset/traversability_mask/mask/657.png
/tmp/dataset/traversability_mask/image/658.png,/tmp/dataset/traversability_mask/mask/658.png
/tmp/dataset/traversability_mask/image/659.png,/tmp/dataset/traversability_mask/mask/659.png
/tmp/dataset/traversability_mask/image/66.png,/tmp/dataset/traversability_mask/mask/66.png
/tmp/dataset/traversability_mask/image/661.png,/tmp/dataset/traversability_mask/mask/661.png
/tmp/dataset/traversability_mask/image/662.png,/tmp/dataset/traversability_mask/mask/662.png
/tmp/dataset/traversability_mask/image/663.png,/tmp/dataset/traversability_mask/mask/663.png
/tmp/dataset/traversability_mask/image/664.png,/tmp/dataset/traversability_mask/mask/664.png
/tmp/dataset/traversability_mask/image/665.png,/tmp/dataset/traversability_mask/mask/665.png
/tmp/dataset/traversability_mask/image/666.png,/tmp/dataset/traversability_mask/mask/666.png
/tmp/dataset/traversability_mask/image/667.png,/tmp/dataset/traversability_mask/mask/667.png
/tmp/dataset/traversability_mask/image/668.png,/tmp/dataset/traversability_mask/mask/668.png
/tmp/dataset/traversability_mask/image/669.png,/tmp/dataset/traversability_mask/mask/669.png
/tmp/dataset/traversability_mask/image/67.png,/tmp/dataset/traversability_mask/mask/67.png
/tmp/dataset/traversability_mask/image/671.png,/tmp/dataset/traversability_mask/mask/671.png
/tmp/dataset/traversability_mask/image/672.png,/tmp/dataset/traversability_mask/mask/672.png
/tmp/dataset/traversability_mask/image/673.png,/tmp/dataset/traversability_mask/mask/673.png
/tmp/dataset/traversability_mask/image/674.png,/tmp/dataset/traversability_mask/mask/674.png
/tmp/dataset/traversability_mask/image/675.png,/tmp/dataset/traversability_mask/mask/675.png
/tmp/dataset/traversability_mask/image/676.png,/tmp/dataset/traversability_mask/mask/676.png
/tmp/dataset/traversability_mask/image/677.png,/tmp/dataset/traversability_mask/mask/677.png
/tmp/dataset/traversability_mask/image/678.png,/tmp/dataset/traversability_mask/mask/678.png
/tmp/dataset/traversability_mask/image/679.png,/tmp/dataset/traversability_mask/mask/679.png
/tmp/dataset/traversability_mask/image/68.png,/tmp/dataset/traversability_mask/mask/68.png
/tmp/dataset/traversability_mask/image/681.png,/tmp/dataset/traversability_mask/mask/681.png
/tmp/dataset/traversability_mask/image/682.png,/tmp/dataset/traversability_mask/mask/682.png
/tmp/dataset/traversability_mask/image/683.png,/tmp/dataset/traversability_mask/mask/683.png
/tmp/dataset/traversability_mask/image/684.png,/tmp/dataset/traversability_mask/mask/684.png
/tmp/dataset/traversability_mask/image/685.png,/tmp/dataset/traversability_mask/mask/685.png
/tmp/dataset/traversability_mask/image/686.png,/tmp/dataset/traversability_mask/mask/686.png
/tmp/dataset/traversability_mask/image/687.png,/tmp/dataset/traversability_mask/mask/687.png
/tmp/dataset/traversability_mask/image/688.png,/tmp/dataset/traversability_mask/mask/688.png
/tmp/dataset/traversability_mask/image/689.png,/tmp/dataset/traversability_mask/mask/689.png
/tmp/dataset/traversability_mask/image/69.png,/tmp/dataset/traversability_mask/mask/69.png
/tmp/dataset/traversability_mask/image/691.png,/tmp/dataset/traversability_mask/mask/691.png
/tmp/dataset/traversability_mask/image/692.png,/tmp/dataset/traversability_mask/mask/692.png
/tmp/dataset/traversability_mask/image/693.png,/tmp/dataset/traversability_mask/mask/693.png
/tmp/dataset/traversability_mask/image/694.png,/tmp/dataset/traversability_mask/mask/694.png
/tmp/dataset/traversability_mask/image/695.png,/tmp/dataset/traversability_mask/mask/695.png
/tmp/dataset/traversability_mask/image/696.png,/tmp/dataset/traversability_mask/mask/696.png
/tmp/dataset/traversability_mask/image/697.png,/tmp/dataset/traversability_mask/mask/697.png
/tmp/dataset/traversability_mask/image/698.png,/tmp/dataset/traversability_mask/mask/698.png
/tmp/dataset/traversability_mask/image/699.png,/tmp/dataset/traversability_mask/mask/699.png
/tmp/dataset/traversability_mask/image/7.png,/tmp/dataset/traversability_mask/mask/7.png
/tmp/dataset/traversability_mask/image/701.png,/tmp/dataset/traversability_mask/mask/701.png
/tmp/dataset/traversability_mask/image/702.png,/tmp/dataset/traversability_mask/mask/702.png
/tmp/dataset/traversability_mask/image/703.png,/tmp/dataset/traversability_mask/mask/703.png
/tmp/dataset/traversability_mask/image/704.png,/tmp/dataset/traversability_mask/mask/704.png
/tmp/dataset/traversability_mask/image/705.png,/tmp/dataset/traversability_mask/mask/705.png
/tmp/dataset/traversability_mask/image/706.png,/tmp/dataset/traversability_mask/mask/706.png
/tmp/dataset/traversability_mask/image/707.png,/tmp/dataset/traversability_mask/mask/707.png
/tmp/dataset/traversability_mask/image/708.png,/tmp/dataset/traversability_mask/mask/708.png
/tmp/dataset/traversability_mask/image/709.png,/tmp/dataset/traversability_mask/mask/709.png
/tmp/dataset/traversability_mask/image/71.png,/tmp/dataset/traversability_mask/mask/71.png
/tmp/dataset/traversability_mask/image/711.png,/tmp/dataset/traversability_mask/mask/711.png
/tmp/dataset/traversability_mask/image/712.png,/tmp/dataset/traversability_mask/mask/712.png
/tmp/dataset/traversability_mask/image/713.png,/tmp/dataset/traversability_mask/mask/713.png
/tmp/dataset/traversability_mask/image/714.png,/tmp/dataset/traversability_mask/mask/714.png
/tmp/dataset/traversability_mask/image/715.png,/tmp/dataset/traversability_mask/mask/715.png
/tmp/dataset/traversability_mask/image/716.png,/tmp/dataset/traversability_mask/mask/716.png
/tmp/dataset/traversability_mask/image/717.png,/tmp/dataset/traversability_mask/mask/717.png
/tmp/dataset/traversability_mask/image/718.png,/tmp/dataset/traversability_mask/mask/718.png
/tmp/dataset/traversability_mask/image/719.png,/tmp/dataset/traversability_mask/mask/719.png
